Datetime,Temperature,PID_Output,Route,Concentration,mlOfFood
04:15:41,17.45,0.00,mussel,43171.73,380.50
04:15:51,17.46,0.00,mussel,43171.73,380.50
04:16:01,17.38,0.00,mussel,43043.41,381.74
04:16:11,17.58,0.03,mussel,43043.41,381.74
04:16:22,17.65,0.10,mussel,43048.78,381.69
04:16:32,17.41,0.00,mussel,43048.78,381.69
04:16:42,17.42,0.00,mussel,43048.78,381.69
04:16:52,17.46,0.00,mussel,43153.22,380.68
04:17:02,17.43,0.00,mussel,43153.22,380.68
04:17:12,17.33,0.00,mussel,43153.22,380.68
04:17:23,17.50,-0.02,mussel,43279.25,379.47
04:17:33,17.62,0.08,mussel,43279.25,379.47
04:17:43,17.49,0.00,mussel,43221.38,380.02
04:17:53,17.47,0.00,mussel,43221.38,380.02
04:18:03,17.50,0.00,mussel,43221.38,380.02
04:18:13,17.37,0.00,mussel,43180.07,380.42
04:18:23,17.53,0.02,mussel,43180.07,380.42
04:18:34,17.55,0.05,mussel,43098.68,381.21
04:18:44,17.55,0.03,mussel,43098.68,381.21
04:18:54,17.45,0.00,mussel,43098.68,381.21
04:19:04,17.44,0.00,mussel,43139.32,380.81
04:19:14,17.53,-0.01,mussel,43139.32,380.81
04:19:24,17.34,0.00,mussel,43139.32,380.81
04:19:34,17.31,0.00,mussel,43219.04,380.04
04:19:44,17.42,0.00,mussel,43219.04,380.04
04:19:54,17.58,0.05,mussel,43278.74,379.47
04:20:05,17.45,0.00,mussel,43278.74,379.47
04:20:15,17.43,0.00,mussel,43278.74,379.47
04:20:25,17.39,0.00,mussel,43271.52,379.54
04:20:35,17.38,0.00,mussel,43271.52,379.54
04:20:45,17.47,0.00,mussel,43266.18,379.59
04:20:55,17.37,0.00,mussel,43266.18,379.59
04:21:05,17.43,0.00,mussel,43266.18,379.59
04:21:16,17.47,0.00,mussel,43212.97,380.10
04:21:26,17.41,0.00,mussel,43212.97,380.10
04:21:36,17.44,0.00,mussel,43212.97,380.10
04:21:46,17.40,0.00,mussel,43224.36,379.99
04:21:56,17.35,0.00,mussel,43224.36,379.99
04:22:06,17.43,0.00,mussel,43483.42,377.52
04:22:16,17.50,-0.02,mussel,43483.42,377.52
04:22:26,17.56,0.05,mussel,43483.42,377.52
04:22:37,17.63,0.08,mussel,43421.28,378.11
04:22:47,17.40,0.00,mussel,43421.28,378.11
04:22:57,17.38,0.00,mussel,43421.28,378.11
04:23:07,17.35,0.00,mussel,43376.79,378.53
04:23:17,17.48,0.00,mussel,43376.79,378.53
04:23:27,17.36,0.00,mussel,43343.50,378.85
04:23:37,17.46,0.00,mussel,43343.50,378.85
04:23:48,17.50,0.01,mussel,43343.50,378.85
04:23:58,17.47,0.00,mussel,43268.64,379.57
04:24:08,17.41,0.00,mussel,43268.64,379.57
04:24:18,17.50,0.00,mussel,43164.31,380.57
04:24:28,17.31,0.00,mussel,43164.31,380.57
04:24:38,17.54,0.04,mussel,43164.31,380.57
04:24:48,17.39,0.00,mussel,43337.45,378.91
04:24:59,17.58,0.07,mussel,43337.45,378.91
04:25:09,17.54,0.03,mussel,43337.45,378.91
04:25:19,17.41,0.00,mussel,43264.75,379.61
04:25:29,17.30,0.00,mussel,43264.75,379.61
04:25:39,17.56,0.04,mussel,43162.63,380.59
04:25:49,17.26,0.00,mussel,43162.63,380.59
04:25:59,17.35,0.00,mussel,43162.63,380.59
04:26:09,17.50,-0.01,mussel,42986.35,382.30
04:26:20,17.44,0.00,mussel,42986.35,382.30
04:26:30,17.45,0.00,mussel,43106.13,381.14
04:26:40,17.48,0.00,mussel,43106.13,381.14
04:26:50,17.62,0.09,mussel,43106.13,381.14
04:27:00,17.39,0.00,mussel,43244.71,379.80
04:27:10,17.48,0.00,mussel,43244.71,379.80
04:27:21,17.46,0.00,mussel,43244.71,379.80
04:27:31,17.63,0.10,mussel,43196.09,380.27
04:27:41,17.45,0.00,mussel,43196.09,380.27
04:27:51,17.42,0.00,mussel,43210.82,380.12
04:28:01,17.45,0.00,mussel,43210.82,380.12
04:28:11,17.60,0.07,mussel,43210.82,380.12
04:28:22,17.21,0.00,mussel,43271.66,379.54
04:28:32,17.36,0.00,mussel,43271.66,379.54
04:28:42,17.47,0.00,mussel,43316.82,379.11
04:28:52,17.49,0.00,mussel,43316.82,379.11
04:29:02,17.40,0.00,mussel,43316.82,379.11
04:29:12,17.50,0.00,mussel,43249.05,379.76
04:29:23,17.51,0.01,mussel,43249.05,379.76
04:29:33,17.15,0.00,mussel,43249.05,379.76
04:29:43,17.57,0.06,mussel,43250.91,379.74
04:29:53,17.44,0.00,mussel,43250.91,379.74
04:30:03,17.54,0.00,mussel,43201.16,380.22
04:30:13,17.44,0.00,mussel,43201.16,380.22
04:30:23,17.48,0.00,mussel,43201.16,380.22
04:30:34,17.39,0.00,mussel,43114.85,381.05
04:30:44,17.41,0.00,mussel,43114.85,381.05
04:30:54,17.36,0.00,mussel,43152.28,380.69
04:31:04,17.47,0.00,mussel,43152.28,380.69
04:31:14,17.49,0.00,mussel,43152.28,380.69
04:31:24,17.39,0.00,mussel,43178.12,380.44
04:31:35,17.53,0.00,mussel,43178.12,380.44
04:31:45,17.49,0.00,mussel,43178.12,380.44
04:31:55,17.56,0.04,mussel,43147.18,380.74
04:32:05,17.44,0.00,mussel,43147.18,380.74
04:32:15,17.36,0.00,mussel,43125.57,380.95
04:32:25,17.47,0.00,mussel,43125.57,380.95
04:32:36,17.46,0.00,mussel,43125.57,380.95
04:32:46,17.40,0.00,mussel,43159.64,380.62
04:32:56,17.47,0.00,mussel,43159.64,380.62
04:33:06,17.40,0.00,mussel,43159.64,380.62
04:33:16,17.43,0.00,mussel,43135.35,380.85
04:33:26,17.39,0.00,mussel,43135.35,380.85
04:33:36,17.52,0.02,mussel,43166.15,380.55
04:33:47,17.31,0.00,mussel,43166.15,380.55
04:33:57,17.66,0.15,mussel,43166.15,380.55
04:34:07,17.33,0.00,mussel,43340.52,378.88
04:34:17,17.34,0.00,mussel,43340.52,378.88
04:34:27,17.41,0.00,mussel,43266.95,379.58
04:34:37,17.38,0.00,mussel,43266.95,379.58
04:34:47,17.54,0.04,mussel,43266.95,379.58
04:34:57,17.20,0.00,mussel,43262.28,379.63
04:35:08,17.45,0.00,mussel,43262.28,379.63
04:35:18,17.49,0.00,mussel,43262.28,379.63
04:35:28,17.50,-0.00,mussel,43210.10,380.13
04:35:38,17.47,0.00,mussel,43210.10,380.13
04:35:48,17.46,0.00,mussel,43271.00,379.55
04:35:58,17.53,0.03,mussel,43271.00,379.55
04:36:08,17.69,0.16,mussel,43271.00,379.55
04:36:18,17.42,0.00,mussel,43165.52,380.56
04:36:28,17.67,0.15,mussel,43165.52,380.56
04:36:39,17.48,0.00,mussel,43138.43,380.82
04:36:49,17.37,0.00,mussel,43138.43,380.82
04:36:59,17.43,0.00,mussel,43138.43,380.82
04:37:09,17.44,0.00,mussel,43169.05,380.53
04:37:19,17.57,0.07,mussel,43169.05,380.53
04:37:29,17.60,0.07,mussel,43169.05,380.53
04:37:40,17.47,0.00,mussel,43092.53,381.27
04:37:50,17.44,0.00,mussel,43092.53,381.27
04:38:00,17.60,0.10,mussel,43034.97,381.83
04:38:10,17.44,0.00,mussel,43034.97,381.83
04:38:20,17.53,0.02,mussel,43034.97,381.83
04:38:30,17.43,0.00,mussel,43092.48,381.27
04:38:41,17.38,0.00,mussel,43092.48,381.27
04:38:51,17.54,0.05,mussel,43092.48,381.27
04:39:01,17.40,0.00,mussel,43134.14,380.86
04:39:11,17.40,0.00,mussel,43134.14,380.86
04:39:21,17.60,0.08,mussel,43164.71,380.57
04:39:31,17.46,0.00,mussel,43164.71,380.57
04:39:41,17.56,0.06,mussel,43164.71,380.57
04:39:52,17.20,0.00,mussel,43137.88,380.83
04:40:02,17.31,0.00,mussel,43137.88,380.83
04:40:12,17.48,0.00,mussel,43217.97,380.06
04:40:22,17.45,0.00,mussel,43217.97,380.06
04:40:32,17.48,0.00,mussel,43217.97,380.06
04:40:42,17.45,0.00,mussel,43326.84,379.01
04:40:52,17.42,0.00,mussel,43326.84,379.01
04:41:02,17.44,0.00,mussel,43326.84,379.01
04:41:12,17.51,0.02,mussel,43308.01,379.19
04:41:23,17.56,0.04,mussel,43308.01,379.19
04:41:33,17.46,0.00,mussel,43192.67,380.30
04:41:43,17.62,0.09,mussel,43192.67,380.30
04:41:53,17.41,0.00,mussel,43192.67,380.30
04:42:03,17.45,0.00,mussel,43058.19,381.60
04:42:13,17.39,0.00,mussel,43058.19,381.60
04:42:24,17.58,0.10,mussel,43059.05,381.59
04:42:34,17.50,0.00,mussel,43059.05,381.59
04:42:44,17.59,0.10,mussel,43059.05,381.59
04:42:54,17.51,0.01,mussel,43060.30,381.58
04:43:04,17.39,0.00,mussel,43060.30,381.58
04:43:14,17.57,0.05,mussel,43060.30,381.58
04:43:24,17.35,0.00,mussel,43061.22,381.57
04:43:35,17.60,0.10,mussel,43061.22,381.57
04:43:45,17.62,0.11,mussel,43111.14,381.09
04:43:55,17.47,0.00,mussel,43111.14,381.09
04:44:05,17.61,0.12,mussel,43111.14,381.09
04:44:15,17.41,0.00,mussel,43098.56,381.21
04:44:25,17.63,0.13,mussel,43098.56,381.21
04:44:35,17.51,0.00,mussel,43089.28,381.30
04:44:46,17.48,0.00,mussel,43089.28,381.30
04:44:56,17.53,0.03,mussel,43089.28,381.30
04:45:06,17.21,0.00,mussel,43132.41,380.88
04:45:16,17.50,-0.00,mussel,43132.41,380.88
04:45:26,17.52,0.00,mussel,43132.41,380.88
04:45:36,17.33,0.00,mussel,43063.77,381.55
04:45:46,17.54,0.02,mussel,43063.77,381.55
04:45:57,17.60,0.08,mussel,43063.15,381.55
04:46:07,17.39,0.00,mussel,43063.15,381.55
04:46:17,17.44,0.00,mussel,43063.15,381.55
04:46:27,17.37,0.00,mussel,43112.67,381.07
04:46:37,17.67,0.17,mussel,43112.67,381.07
04:46:48,17.41,0.00,mussel,43112.67,381.07
04:46:58,17.70,0.18,mussel,43299.55,379.27
04:47:08,17.56,0.06,mussel,43299.55,379.27
04:47:18,17.52,0.03,mussel,43136.70,380.84
04:47:28,17.25,0.00,mussel,43136.70,380.84
04:47:38,17.45,0.00,mussel,43136.70,380.84
04:47:48,17.60,0.10,mussel,43116.77,381.03
04:47:59,17.52,0.00,mussel,43116.77,381.03
04:48:09,17.44,0.00,mussel,43201.93,380.21
04:48:19,17.46,-0.03,mussel,43201.93,380.21
04:48:29,17.57,0.07,mussel,43201.93,380.21
04:48:39,17.27,0.00,mussel,43164.68,380.57
04:48:50,17.52,0.03,mussel,43164.68,380.57
04:49:00,17.47,0.00,mussel,43164.68,380.57
04:49:10,17.33,0.00,mussel,43087.50,381.32
04:49:20,17.56,0.08,mussel,43087.50,381.32
04:49:30,17.40,0.00,mussel,43180.95,380.41
04:49:40,17.58,0.11,mussel,43180.95,380.41
04:49:50,17.28,0.00,mussel,43180.95,380.41
04:50:00,17.30,0.00,mussel,43149.22,380.72
04:50:11,17.43,0.00,mussel,43149.22,380.72
04:50:21,17.54,0.06,mussel,43125.87,380.94
04:50:31,17.47,0.00,mussel,43125.87,380.94
04:50:41,17.47,0.00,mussel,43125.87,380.94
04:50:51,17.55,0.04,mussel,43109.92,381.10
04:51:01,17.37,0.00,mussel,43109.92,381.10
04:51:11,17.56,0.05,mussel,43109.92,381.10
04:51:22,17.51,0.00,mussel,43047.20,381.71
04:51:32,17.41,0.00,mussel,43047.20,381.71
04:51:42,17.58,0.09,mussel,43001.68,382.15
04:51:52,17.46,0.00,mussel,43001.68,382.15
04:52:02,17.55,0.05,mussel,43001.68,382.15
04:52:12,17.60,0.09,mussel,42968.28,382.47
04:52:22,17.45,0.00,mussel,42968.28,382.47
04:52:32,17.47,0.00,mussel,42943.13,382.72
04:52:43,17.48,-0.02,mussel,42943.13,382.72
04:52:53,17.46,0.00,mussel,42943.13,382.72
04:53:03,17.59,0.08,mussel,42874.90,383.39
04:53:13,17.60,0.08,mussel,42874.90,383.39
04:53:23,17.58,0.08,mussel,42874.90,383.39
04:53:33,17.57,0.09,mussel,42875.15,383.39
04:53:43,17.53,0.00,mussel,42875.15,383.39
04:53:53,17.31,0.00,mussel,42925.18,382.90
04:54:04,17.50,0.01,mussel,42925.18,382.90
04:54:14,17.59,0.07,mussel,42925.18,382.90
04:54:24,17.63,0.14,mussel,43111.20,381.09
04:54:34,17.36,0.00,mussel,43111.20,381.09
04:54:44,17.64,0.14,mussel,42998.29,382.18
04:54:54,17.19,0.00,mussel,42998.29,382.18
04:55:04,17.42,0.00,mussel,42998.29,382.18
04:55:15,17.41,0.00,mussel,43115.50,381.04
04:55:25,17.67,0.17,mussel,43115.50,381.04
04:55:35,17.40,0.00,mussel,43115.50,381.04
04:55:45,17.62,0.11,mussel,43152.21,380.69
04:55:55,17.34,0.00,mussel,43152.21,380.69
04:56:05,17.76,0.24,mussel,43177.98,380.44
04:56:15,17.36,0.00,mussel,43177.98,380.44
04:56:26,17.46,0.00,mussel,43177.98,380.44
04:56:36,17.57,0.06,mussel,43197.70,380.25
04:56:46,17.74,0.22,mussel,43197.70,380.25
04:56:56,17.62,0.14,mussel,43197.70,380.25
04:57:06,17.72,0.18,mussel,43161.54,380.60
04:57:16,17.39,0.00,mussel,43161.54,380.60
04:57:26,17.68,0.16,mussel,43134.93,380.86
04:57:37,17.42,0.00,mussel,43134.93,380.86
04:57:47,17.44,0.00,mussel,43134.93,380.86
04:57:57,17.57,0.08,mussel,43265.27,379.60
04:58:07,17.53,0.00,mussel,43265.27,379.60
04:58:17,17.35,0.00,mussel,43261.02,379.64
04:58:27,17.57,0.09,mussel,43261.02,379.64
04:58:38,17.79,0.26,mussel,43261.02,379.64
04:58:48,17.57,0.07,mussel,43259.11,379.66
04:58:58,17.53,0.00,mussel,43259.11,379.66
04:59:08,17.74,0.23,mussel,43259.11,379.66
04:59:18,17.62,0.12,mussel,43206.65,380.16
04:59:28,17.59,0.09,mussel,43206.65,380.16
04:59:38,17.49,-0.02,mussel,43019.25,381.98
04:59:48,17.21,0.00,mussel,43019.25,381.98
04:59:59,17.53,0.04,mussel,43019.25,381.98
05:00:09,17.46,-0.02,mussel,43030.50,381.87
05:00:19,17.43,0.00,mussel,43030.50,381.87
05:00:29,17.56,0.06,mussel,43030.50,381.87
05:00:39,17.59,0.10,mussel,43089.82,381.29
05:00:48,17.47,0.00,algae,43089.82,381.29
05:00:58,17.56,0.04,mussel,43089.82,381.29
05:01:09,17.53,0.00,mussel,43086.61,381.32
05:01:19,17.59,0.11,mussel,43086.61,381.32
05:01:29,17.79,0.26,mussel,43086.61,381.32
05:01:39,17.81,0.28,mussel,43030.13,381.87
05:01:49,17.46,0.00,mussel,43030.13,381.87
05:01:59,17.56,0.07,mussel,42988.58,382.28
05:02:09,17.30,0.00,mussel,42988.58,382.28
05:02:20,17.29,0.00,mussel,42988.58,382.28
05:02:30,17.51,0.00,mussel,42958.14,382.57
05:02:40,17.74,0.23,mussel,42958.14,382.57
05:02:50,17.87,0.31,mussel,42958.14,382.57
05:03:00,17.72,0.16,mussel,42986.20,382.30
05:03:11,17.61,0.14,mussel,42986.20,382.30
05:03:21,17.36,0.00,mussel,43056.08,381.62
05:03:31,17.40,0.00,mussel,43056.08,381.62
05:03:41,17.60,0.10,mussel,43056.08,381.62
05:03:51,17.21,0.00,mussel,43108.05,381.12
05:04:01,17.45,0.00,mussel,43108.05,381.12
05:04:11,17.55,0.10,mussel,42996.02,382.20
05:04:22,17.61,0.10,mussel,42996.02,382.20
05:04:32,17.51,0.06,mussel,42996.02,382.20
05:04:42,17.48,-0.01,mussel,42963.60,382.52
05:04:52,17.58,0.07,mussel,42963.60,382.52
05:05:02,17.72,0.19,mussel,42963.60,382.52
05:05:13,17.33,0.00,mussel,43039.55,381.78
05:05:23,17.69,0.18,mussel,43039.55,381.78
05:05:33,17.55,0.06,mussel,42846.76,383.66
05:05:43,17.61,0.11,mussel,42846.76,383.66
05:05:53,17.41,0.00,mussel,42846.76,383.66
05:06:03,17.74,0.22,mussel,42954.41,382.61
05:06:13,17.18,0.00,mussel,42954.41,382.61
05:06:24,17.42,0.00,mussel,42954.41,382.61
05:06:34,17.72,0.22,mussel,43033.88,381.84
05:06:44,17.49,0.00,mussel,43033.88,381.84
05:06:54,17.53,0.04,mussel,42991.32,382.25
05:07:04,17.26,0.00,mussel,42991.32,382.25
05:07:14,17.52,0.00,mussel,42991.32,382.25
05:07:24,17.52,0.04,mussel,43010.51,382.06
05:07:34,17.62,0.11,mussel,43010.51,382.06
05:07:45,17.47,0.00,mussel,42974.73,382.41
05:07:55,17.41,0.00,mussel,42974.73,382.41
05:08:05,17.68,0.16,mussel,42974.73,382.41
05:08:15,17.56,0.06,mussel,43048.82,381.69
05:08:25,17.44,0.00,mussel,43048.82,381.69
05:08:35,17.47,0.00,mussel,43048.82,381.69
05:08:45,17.41,0.00,mussel,43003.47,382.13
05:08:56,17.56,0.07,mussel,43003.47,382.13
05:09:06,17.65,0.11,mussel,43119.26,381.01
05:09:16,17.51,0.04,mussel,43119.26,381.01
05:09:26,17.68,0.16,mussel,43119.26,381.01
05:09:36,17.47,0.00,mussel,43054.06,381.64
05:09:46,17.64,0.15,mussel,43054.06,381.64
05:09:56,17.49,0.02,mussel,43056.57,381.62
05:10:06,17.29,0.00,mussel,43056.57,381.62
05:10:17,17.58,0.10,mussel,43056.57,381.62
05:10:27,17.63,0.12,mussel,43157.71,380.64
05:10:37,17.50,0.02,mussel,43157.71,380.64
05:10:47,17.60,0.10,mussel,43157.71,380.64
05:10:57,17.58,0.07,mussel,43282.00,379.44
05:11:07,17.57,0.06,mussel,43282.00,379.44
05:11:17,17.42,0.00,mussel,43123.75,380.96
05:11:28,17.77,0.24,mussel,43123.75,380.96
05:11:38,17.56,0.06,mussel,43123.75,380.96
05:11:48,17.49,0.00,mussel,43057.95,381.60
05:11:58,17.56,0.05,mussel,43057.95,381.60
05:12:08,17.36,0.00,mussel,43058.86,381.59
05:12:18,17.48,0.00,mussel,43058.86,381.59
05:12:28,17.45,0.00,mussel,43058.86,381.59
05:12:39,17.57,0.08,mussel,43010.29,382.07
05:12:49,17.49,0.00,mussel,43010.29,382.07
05:12:59,17.59,0.08,mussel,43010.29,382.07
05:13:09,17.41,0.00,mussel,42974.04,382.42
05:13:19,17.51,0.01,mussel,42974.04,382.42
05:13:29,17.62,0.15,mussel,43047.13,381.71
05:13:39,17.53,0.03,mussel,43047.13,381.71
05:13:50,17.37,0.00,mussel,43047.13,381.71
05:14:00,17.37,0.00,mussel,43051.54,381.66
05:14:10,17.52,0.05,mussel,43051.54,381.66
05:14:20,17.64,0.13,mussel,43004.30,382.12
05:14:30,17.59,0.11,mussel,43004.30,382.12
05:14:40,17.52,0.05,mussel,43004.30,382.12
05:14:50,17.67,0.17,mussel,43070.59,381.48
05:15:01,17.65,0.15,mussel,43070.59,381.48
05:15:11,17.50,0.00,mussel,43070.59,381.48
05:15:21,17.57,0.09,mussel,42969.11,382.47
05:15:31,17.54,0.05,mussel,42969.11,382.47
05:15:41,17.46,-0.02,mussel,42893.99,383.20
05:15:51,17.55,0.04,mussel,42893.99,383.20
05:16:01,17.69,0.17,mussel,42893.99,383.20
05:16:11,17.35,0.00,mussel,42988.96,382.27
05:16:22,17.70,0.19,mussel,42988.96,382.27
05:16:32,17.40,0.00,mussel,42988.96,382.27
05:16:42,17.39,0.00,mussel,42958.42,382.57
05:16:52,17.88,0.34,mussel,42958.42,382.57
05:17:02,17.61,0.14,mussel,42886.11,383.28
05:17:12,17.52,0.04,mussel,42886.11,383.28
05:17:22,17.56,0.04,mussel,42886.11,383.28
05:17:33,17.38,0.00,mussel,42932.72,382.82
05:17:43,17.51,0.00,mussel,42932.72,382.82
05:17:53,17.11,0.00,mussel,42967.46,382.48
05:18:03,17.53,0.04,mussel,42967.46,382.48
05:18:13,17.49,0.00,mussel,42967.46,382.48
05:18:23,17.41,0.00,mussel,43043.52,381.74
05:18:34,17.43,0.00,mussel,43043.52,381.74
05:18:44,17.53,0.03,mussel,43043.52,381.74
05:18:54,17.62,0.09,mussel,43248.76,379.76
05:19:04,17.42,0.00,mussel,43248.76,379.76
05:19:14,17.44,0.00,mussel,43300.59,379.26
05:19:24,17.43,0.00,mussel,43300.59,379.26
05:19:35,17.70,0.20,mussel,43300.59,379.26
05:19:45,17.47,0.00,mussel,43187.87,380.35
05:19:55,17.56,0.09,mussel,43187.87,380.35
05:20:05,17.65,0.17,mussel,43254.72,379.70
05:20:15,17.58,0.09,mussel,43254.72,379.70
05:20:25,17.23,0.00,mussel,43254.72,379.70
05:20:36,17.66,0.15,mussel,43154.20,380.67
05:20:46,17.80,0.27,mussel,43154.20,380.67
05:20:56,17.39,0.00,mussel,43154.20,380.67
05:21:06,17.32,0.00,mussel,43280.05,379.46
05:21:16,17.60,0.12,mussel,43280.05,379.46
05:21:26,17.42,0.00,mussel,43273.59,379.52
05:21:36,17.71,0.19,mussel,43273.59,379.52
05:21:47,17.15,0.00,mussel,43273.59,379.52
05:21:57,17.43,0.00,mussel,43217.84,380.06
05:22:07,17.54,0.04,mussel,43217.84,380.06
05:22:17,17.35,0.00,mussel,43226.18,379.98
05:22:27,17.40,0.00,mussel,43226.18,379.98
05:22:37,17.40,0.00,mussel,43226.18,379.98
05:22:47,17.48,0.00,mussel,43083.43,381.36
05:22:58,17.53,0.06,mussel,43083.43,381.36
05:23:08,17.59,0.11,mussel,43083.43,381.36
05:23:18,17.50,-0.01,mussel,43078.19,381.41
05:23:28,17.58,0.09,mussel,43078.19,381.41
05:23:38,17.54,0.06,mussel,43173.55,380.48
05:23:48,17.87,0.32,mussel,43173.55,380.48
05:23:58,17.50,0.03,mussel,43173.55,380.48
05:24:09,17.34,0.00,mussel,43143.79,380.77
05:24:19,17.52,0.04,mussel,43143.79,380.77
05:24:29,17.64,0.14,mussel,43143.79,380.77
05:24:39,17.49,0.02,mussel,42922.79,382.92
05:24:49,17.61,0.11,mussel,42922.79,382.92
05:24:59,17.51,0.06,mussel,42960.91,382.55
05:25:09,17.78,0.27,mussel,42960.91,382.55
05:25:20,17.47,0.00,mussel,42960.91,382.55
05:25:30,17.47,0.03,mussel,42988.18,382.28
05:25:40,17.72,0.20,mussel,42988.18,382.28
05:25:50,17.63,0.09,mussel,43007.61,382.09
05:26:00,17.71,0.18,mussel,43007.61,382.09
05:26:10,17.68,0.18,mussel,43007.61,382.09
05:26:20,17.61,0.10,mussel,42972.07,382.44
05:26:31,17.39,0.00,mussel,42972.07,382.44
05:26:41,17.62,0.14,mussel,42972.07,382.44
05:26:51,17.44,0.00,mussel,42995.81,382.21
05:27:01,17.41,0.00,mussel,42995.81,382.21
05:27:11,17.57,0.07,mussel,43014.36,382.03
05:27:21,17.70,0.17,mussel,43014.36,382.03
05:27:31,17.59,0.08,mussel,43014.36,382.03
05:27:42,17.55,0.10,mussel,43177.29,380.45
05:27:52,17.60,0.11,mussel,43177.29,380.45
05:28:02,17.48,-0.01,mussel,43177.29,380.45
05:28:12,17.51,0.05,mussel,43046.88,381.71
05:28:22,17.82,0.30,mussel,43046.88,381.71
05:28:32,17.47,0.00,mussel,43100.63,381.19
05:28:42,17.53,0.03,mussel,43100.63,381.19
05:28:53,17.72,0.19,mussel,43100.63,381.19
05:29:03,17.64,0.11,mussel,43090.83,381.28
05:29:13,17.62,0.14,mussel,43090.83,381.28
05:29:23,17.38,0.00,mussel,43183.41,380.39
05:29:33,17.62,0.14,mussel,43183.41,380.39
05:29:43,17.36,0.00,mussel,43183.41,380.39
05:29:53,17.49,0.00,mussel,43303.17,379.24
05:30:04,17.59,0.10,mussel,43303.17,379.24
05:30:14,17.62,0.13,mussel,43303.17,379.24
05:30:24,17.43,0.00,mussel,43239.03,379.85
05:30:34,17.66,0.14,mussel,43239.03,379.85
05:30:44,17.71,0.20,mussel,43243.49,379.81
05:30:54,17.60,0.10,mussel,43243.49,379.81
05:31:04,17.68,0.16,mussel,43243.49,379.81
05:31:14,17.41,0.00,mussel,43195.19,380.27
05:31:25,17.61,0.12,mussel,43195.19,380.27
05:31:35,17.75,0.23,mussel,43210.16,380.13
05:31:45,17.41,0.00,mussel,43210.16,380.13
05:31:55,17.58,0.10,mussel,43210.16,380.13
05:32:05,17.49,0.00,mussel,43321.11,379.06
05:32:16,17.72,0.21,mussel,43321.11,379.06
05:32:26,17.74,0.22,mussel,43321.11,379.06
05:32:36,17.47,0.00,mussel,43202.37,380.21
05:32:46,17.75,0.23,mussel,43202.37,380.21
05:32:56,17.39,0.00,mussel,43265.38,379.60
05:33:06,17.72,0.18,mussel,43265.38,379.60
05:33:16,17.49,0.03,mussel,43265.38,379.60
05:33:26,17.66,0.13,mussel,43211.27,380.12
05:33:37,17.55,0.04,mussel,43211.27,380.12
05:33:47,17.70,0.18,mussel,43222.54,380.01
05:33:57,17.56,0.06,mussel,43222.54,380.01
05:34:07,17.43,0.00,mussel,43222.54,380.01
05:34:17,17.45,0.00,mussel,43229.71,379.94
05:34:27,17.59,0.09,mussel,43229.71,379.94
05:34:38,17.27,0.00,mussel,43229.71,379.94
05:34:48,17.58,0.10,mussel,43185.72,380.37
05:34:58,17.87,0.35,mussel,43185.72,380.37
05:35:08,18.01,0.44,mussel,43053.63,381.64
05:35:18,17.42,0.00,mussel,43053.63,381.64
05:35:29,17.63,0.15,mussel,43053.63,381.64
05:35:39,17.65,0.15,mussel,43006.50,382.10
05:35:49,17.35,0.00,mussel,43006.50,382.10
05:35:59,17.66,0.16,mussel,42921.41,382.93
05:36:09,17.62,0.14,mussel,42921.41,382.93
05:36:19,17.53,0.05,mussel,42921.41,382.93
05:36:30,17.55,0.06,mussel,42809.23,384.03
05:36:40,17.34,0.00,mussel,42809.23,384.03
05:36:50,17.89,0.35,mussel,42809.23,384.03
05:37:00,17.56,0.05,mussel,42826.42,383.86
05:37:10,17.36,0.00,mussel,42826.42,383.86
05:37:20,17.39,0.00,mussel,42888.85,383.25
05:37:31,17.58,0.08,mussel,42888.85,383.25
05:37:41,17.39,0.00,mussel,42888.85,383.25
05:37:51,17.50,0.00,mussel,42835.59,383.77
05:38:01,17.69,0.20,mussel,42835.59,383.77
05:38:11,17.33,0.00,mussel,42835.59,383.77
05:38:21,17.71,0.22,mussel,42746.72,384.65
05:38:31,17.44,0.00,mussel,42746.72,384.65
05:38:41,17.55,0.09,mussel,42931.82,382.83
05:38:52,17.45,0.00,mussel,42931.82,382.83
05:39:02,17.45,0.00,mussel,42931.82,382.83
05:39:12,17.65,0.15,mussel,42916.41,382.98
05:39:22,17.84,0.33,mussel,42916.41,382.98
05:39:32,17.49,0.03,mussel,43055.30,381.63
05:39:42,17.78,0.24,mussel,43055.30,381.63
05:39:52,17.37,0.00,mussel,43055.30,381.63
05:40:03,17.61,0.10,mussel,43057.51,381.61
05:40:13,17.70,0.21,mussel,43057.51,381.61
05:40:23,17.84,0.29,mussel,43057.51,381.61
05:40:33,17.48,0.02,mussel,43008.72,382.08
05:40:43,17.62,0.14,mussel,43008.72,382.08
05:40:53,17.55,0.08,mussel,43122.54,380.98
05:41:03,17.54,0.05,mussel,43122.54,380.98
05:41:14,17.44,0.00,mussel,43122.54,380.98
05:41:24,17.44,0.00,mussel,43006.68,382.10
05:41:34,17.75,0.22,mussel,43006.68,382.10
05:41:44,17.55,0.06,mussel,42871.76,383.42
05:41:54,17.75,0.24,mussel,42871.76,383.42
05:42:04,17.50,0.03,mussel,42871.76,383.42
05:42:14,17.32,0.00,mussel,42922.16,382.93
05:42:25,17.77,0.24,mussel,42922.16,382.93
05:42:35,17.58,0.08,mussel,42922.16,382.93
05:42:45,17.51,0.04,mussel,42959.14,382.56
